name_eng,rating,studio,kind,main_genre,secondary_genre,year,quarter,status,total_episodes,episodes_aired,duration_min,positive_count_r,negative_count_r,planned,score,success
Kinnikuman II Sei: Ultimate Muscle,2,3,0,37,34,2004,2,0,13,0,24,2,0,64,6.93,0
Kinnikuman II Sei: Ultimate Muscle 2,2,3,0,37,34,2006,1,0,13,0,24,1,0,60,6.97,0
Fight Ippatsu! Juuden-chan!!,0,57,0,37,11,2009,2,0,12,0,24,416,292,974,6.65,0
Kannagi: Moshimo Kannagi ga Attara...,2,213,3,37,11,2009,2,0,1,0,23,740,308,877,7.07,1
Higepiyo,3,380,0,11,-1,2009,2,0,39,0,5,126,63,408,7.1,1
Ristorante Paradiso,2,376,0,25,44,2009,2,0,11,0,22,749,182,4232,7.35,1
Cosmic Fantasy: Ginga Mehyou no Wana,2,381,2,34,11,1994,3,0,1,1,42,19,4,65,5.4,0
Tsuyoshi Shikkari Shinasai,2,10,0,37,11,1992,4,0,112,0,22,2,0,103,6.83,0
Samayou Midara na Lunatics,5,152,2,41,-1,2009,1,0,2,0,26,44,23,154,6.32,0
Tennis no Ouji-sama: Oshougatsu Special,2,15,3,37,34,2003,1,0,1,0,22,67,60,220,6.84,0
Sabu to Ichi Torimono Hikae,1,3,0,37,34,1968,4,0,52,0,25,3,0,200,6.45,0
Hottarake no Shima: Haruka to Mahou no Kagami,4,15,1,0,-1,2009,3,0,1,0,98,294,115,433,7.36,1
Haruwo,2,56,2,34,-1,2005,2,0,1,0,30,6,3,90,4.68,0
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,2,84,2,17,0,2009,2,0,1,0,23,12517,1510,6856,7.89,1
Jewelpet,3,10,0,15,0,2009,2,0,52,0,23,57,25,487,6.69,0
Kinpatsu no Jeanie,4,328,0,44,40,1979,3,0,13,0,25,3,0,76,6.12,0
Megami Tantei Vinus File,5,307,2,41,-1,2003,2,0,1,0,28,7,1,66,5.25,0
Kyoushoku Soukou Guyver (1989),2,80,2,34,39,1989,3,0,6,0,29,568,187,1182,7.12,1
Nogizaka Haruka no Himitsu: Purezza,2,119,0,11,36,2009,4,0,12,0,24,1118,414,808,7.19,1
Chi's Sweet Home: Atarashii Ouchi,4,2,0,20,11,2009,1,0,104,0,3,933,250,1904,7.73,1
Battle Can²,5,143,2,34,21,1987,2,0,1,0,30,10,4,52,4.38,0
Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,2,3,1,37,11,1984,4,0,1,0,48,6,2,55,6.32,0
Needless,1,2,0,22,34,2009,3,0,24,0,24,2292,805,5385,7.25,1
Osu!! Karate-bu,1,5,2,37,28,1990,4,0,4,0,50,25,2,159,6.73,0
Aquarion Movie: Ippatsu Gyakuten-hen,2,40,1,44,0,2007,3,0,1,0,116,173,88,452,6.75,0
Dragon Ball Kai,2,3,0,37,34,2009,2,0,97,97,23,1413,194,1671,7.71,1
Transformers Zone,3,47,2,21,3,1990,3,0,1,0,23,34,51,100,5.67,0
Honoo no Haramase Doukyuusei,5,103,2,6,30,2008,4,0,2,0,30,81,64,344,6.62,0
Kimi ni Todoke,2,15,0,15,44,2009,4,0,25,0,22,16794,3291,20078,8.0,1
Tales of Vesperia: The First Strike,2,15,1,34,17,2009,4,0,1,0,110,880,200,2109,7.59,1
Mahou Sensei Negima!: Mou Hitotsu no Sekai,2,67,2,37,34,2009,3,0,4,0,29,283,104,1253,7.59,1
F,2,12,0,37,35,1988,1,0,31,0,25,54,11,292,6.73,0
Sasuke,4,47,0,37,34,1968,3,0,29,0,25,2,0,96,6.63,0
1-gatsu ni wa Christmas,4,60,2,44,36,1991,4,0,1,1,45,8,14,95,5.38,0
Maryuu Senki,0,18,2,0,39,1987,1,0,3,0,30,31,26,314,5.13,0
Duel Masters Movie 2: Lunatic God Saga,4,97,1,20,34,2009,3,0,1,0,71,4,2,61,5.92,0
Higurashi no Naku Koro ni Kai Specials,2,12,3,11,47,2007,3,0,24,0,1,1978,1156,2581,7.2,1
Lemon Angel YJ-ban,0,21,2,36,16,1990,3,0,2,0,27,8,5,91,5.91,0
Moeru! Oniisan,2,8,0,34,17,1988,1,0,24,0,24,5,3,87,6.29,0
Sensei no Ojikan: Doki Doki School Hours OVA,2,5,2,11,16,2004,3,0,7,0,23,13,7,60,6.57,0
Gregory Horror Show,2,382,0,11,39,1999,4,0,25,0,2,7,8,167,6.55,0
Juuippiki no Neko,4,26,1,0,-1,1980,3,0,1,0,83,4,1,62,5.81,0
21 Emon Uchuu e Irasshai!,4,55,1,11,21,1981,3,0,1,0,92,4,0,24,5.52,0
21 Emon Uchuu ike! Hadashi no Princess,4,55,1,11,21,1992,1,0,1,0,40,3,0,25,6.0,0
Ai no Wakakusa Yama Monogatari,2,13,0,11,-1,1999,3,0,12,0,4,4,0,61,5.85,0
"""Eiji""",1,15,1,11,44,1990,3,0,1,0,48,37,8,132,5.62,0
Akubi Girl,3,61,0,11,0,2006,2,0,26,0,4,2,0,44,5.83,0
Al Caral no Isan,0,80,2,22,21,1993,1,0,1,0,75,15,2,99,5.41,0
Jetter Mars,4,3,0,34,44,1977,1,0,27,0,23,18,7,64,6.15,0
Hon Ran,0,241,2,34,28,1993,3,0,1,0,59,23,31,161,5.03,0
Anmitsu Hime,4,8,0,15,11,1986,4,0,51,0,24,1,0,64,6.3,0
A Piece of Phantasmagoria,4,138,2,20,0,1995,1,0,15,0,5,37,30,386,6.16,0
Azuki-chan the Movie,4,2,1,15,11,1995,4,0,1,0,30,3,0,46,6.1,0
Bad Boys,1,3,2,22,34,1993,3,0,5,0,45,10,3,257,6.47,0
Heisei Harenchi Gakuen,5,374,2,11,41,1996,1,0,1,0,47,14,15,105,5.11,0
Sora no Manimani,2,10,0,22,11,2009,3,0,12,0,23,478,231,1559,7.08,1
Aruhi no Clamp Gakuen Tanteidan,4,8,3,11,-1,2005,2,0,13,13,1,2,0,94,6.09,0
Shin Koihime†Musou,0,131,0,11,0,2009,4,0,12,0,25,210,108,744,6.82,0
Rainbow: Nisha Rokubou no Shichinin,1,2,0,22,44,2010,2,0,26,26,22,15101,1692,22449,8.5,1
Lupin III vs. Detective Conan,2,29,3,37,34,2009,1,0,1,0,105,284,52,604,7.78,1
Mainichi Kaasan,3,125,0,11,32,2009,2,0,142,0,25,2,0,127,7.22,1
Gokujou!! Mecha Mote Iinchou,3,100,0,15,11,2009,2,0,51,0,24,37,24,478,6.34,0
Cookin' Idol Ai! Mai! Main!,3,12,0,20,11,2009,1,0,305,0,6,6,1,94,6.21,0
Mitama: Nin,5,320,2,6,27,2009,1,0,2,0,27,24,40,163,5.71,0
Jinkou Shoujo: Henshin Sex Android,5,112,2,41,-1,2009,1,0,2,0,29,117,81,238,6.66,0
Toradora!: SOS! Kuishinbou Banbanzai,2,5,3,11,2,2009,1,0,4,0,5,1808,1759,2825,6.39,0
Umi Monogatari: Anata ga Ite Kureta Koto,2,31,0,44,0,2009,2,0,12,0,24,153,107,1319,6.62,0
Marie & Gali,2,3,0,11,-1,2009,1,0,40,0,5,11,12,257,6.36,0
Charady no Joke na Mainichi,2,47,0,11,-1,2009,2,0,365,0,3,4,0,93,5.19,0
Violence Gekiga Shin David no Hoshi: Inma Densetsu,5,47,2,41,-1,1991,1,0,1,0,41,4,1,45,5.03,0
Tsuki no Waltz,4,2,5,20,5,2004,4,0,1,0,4,59,62,72,6.42,0
Yurumates,2,383,2,22,11,2009,2,0,1,0,37,78,64,243,6.38,0
Chibi Maruko-chan (1995),4,6,0,15,11,1995,1,1,0,1174,23,5,3,137,7.26,1
Final Fantasy VII: On the Way to a Smile - Episode: Denzel,2,213,2,34,0,2009,2,0,1,0,28,537,193,1587,7.12,1
Final Fantasy VII: Advent Children - Venice Film Festival Footage,2,65,1,34,44,2005,3,0,1,0,23,488,99,1029,7.53,1
Saint Seiya Recap,2,3,3,37,17,2003,1,0,1,0,25,9,1,172,7.13,1
Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,2,3,3,37,17,2003,1,0,2,0,54,12,2,246,7.68,1
Xi Yangyang Yu Hui Tailang: Niu Qi Chong Tian,4,47,1,20,17,2009,1,0,1,0,85,3,0,25,5.84,0
Tailenders,2,384,1,34,17,2009,4,0,1,0,27,944,404,2055,6.73,0
Kuroshitsuji Recap,2,213,3,37,34,2009,1,0,1,0,24,1765,516,3009,7.2,1
Aoi Hana,2,5,0,9,36,2009,3,0,11,0,22,777,342,3179,7.13,1
White Album 2nd Season,2,27,0,44,36,2009,4,0,13,0,25,794,358,1877,6.81,0
Asobi ni Iku yo!,0,359,0,11,36,2010,3,0,12,12,24,3347,2473,6011,6.61,0
Tenjoubito to Akutobito Saigo no Tatakai,2,25,1,34,0,2009,2,0,1,0,90,252,85,764,7.12,1
Saint Seiya: The Lost Canvas - Meiou Shinwa,2,29,2,37,34,2009,2,0,13,0,24,448,170,2593,7.97,1
Layton Kyouju to Eien no Utahime,3,14,1,17,14,2009,4,0,1,1,99,165,59,713,7.63,1
Pokemon Movie 12: Arceus Choukoku no Jikuu e,3,14,1,20,34,2009,3,0,1,1,94,322,117,391,7.01,1
Highway Jenny,2,3,2,0,-1,2006,3,0,1,1,28,13,40,359,5.28,0
Maihime,2,3,2,44,36,2006,3,0,1,0,30,71,16,358,6.7,0
You Shoumei Bijutsukan Line,4,3,2,0,-1,2006,3,0,1,1,24,8,1,102,5.27,0
Makaryuudo Demon Hunter,0,36,2,43,27,1989,4,0,1,0,30,73,34,305,5.36,0
Nodame Cantabile OVA,2,5,2,25,11,2009,3,0,1,0,21,929,221,680,7.46,1
Baton,2,47,1,17,21,2009,2,0,3,0,20,33,54,321,5.67,0
Stretta The Animation,5,331,2,41,-1,2009,2,0,2,0,27,198,109,404,6.9,0
Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki's Case Files,2,29,2,37,11,2008,1,0,1,0,25,113,23,253,7.19,1
Princess Lover!,2,385,0,11,13,2009,3,0,12,0,23,4146,2533,4683,6.73,0
Daisetsusan no Yuusha Kibaou,2,6,3,17,44,1978,3,0,1,0,67,6,0,65,6.72,0
Sasameki Koto,2,18,0,11,9,2009,4,0,13,0,24,697,365,3227,7.07,1
Kampfer,2,24,0,34,11,2009,4,0,12,0,24,4506,3747,6415,6.41,0
Macross 7 Plus,2,38,3,32,3,1995,1,0,11,0,2,88,57,330,6.8,0
Tokyo Magnitude 8.0,2,1,0,44,-1,2009,3,0,11,0,22,7638,931,17402,8.03,1
Toaru Kagaku no Railgun,2,5,0,34,21,2009,4,0,24,0,24,8821,1921,15418,7.69,1
Dr.,4,0,5,34,17,2009,1,0,1,0,5,48,62,214,6.08,0
Crayon Shin-chan Movie 03: Unkokusai no Yabou,4,55,1,22,11,1995,2,0,1,0,96,8,0,56,6.91,0
Nijiiro Hotaru: Eien no Natsuyasumi,4,3,1,0,36,2012,2,0,1,0,104,231,45,906,7.01,1
Musuko no Tomodachi ni Okasarete,5,112,2,41,-1,2009,1,0,2,0,27,77,83,222,6.32,0
Utawarerumono Recaps,2,14,3,34,44,2006,4,0,2,0,15,43,34,303,6.41,0
Lovedol: Lovely Idol OVA,2,69,2,11,44,2007,1,0,1,0,28,12,5,134,6.08,0
Konpeki no Kantai,2,5,2,34,44,1993,4,0,32,0,40,13,4,444,6.54,0
Kyokujitsu no Kantai,2,5,2,34,44,1997,1,0,15,0,30,9,1,269,6.28,0
Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,2,29,2,37,14,2009,2,0,1,0,20,41,11,298,7.44,1
True Tears: Mini Chara 4-koma Gekijou,4,206,3,11,47,2008,1,0,7,0,0,205,196,503,6.32,0
Immoral,5,154,2,41,-1,2005,2,0,2,0,28,42,19,191,6.15,0
Spirit of Wonder: China-san Tanpenshuu,0,62,3,22,11,2001,1,0,3,0,13,50,30,189,6.6,0
Black Jack: Sora kara Kita Kodomo,2,107,2,44,-1,2000,1,0,1,0,22,62,53,240,6.73,0
Sketchbook: Full Color's Picture Drama,4,19,3,11,32,2008,1,0,6,0,7,26,24,147,6.39,0
Koguma no Misha,3,6,0,20,17,1979,4,0,26,0,24,2,0,58,6.07,0
Manga Sekai Mukashibanashi,4,2,0,17,44,1976,4,0,127,0,30,4,0,132,6.98,0
Joseito,2,3,2,44,32,2006,3,0,1,1,24,57,107,586,5.4,0
Sekishoku Elegy,2,3,2,36,-1,2007,2,0,1,0,26,8,4,190,5.96,0
Neko Machi,2,244,2,0,39,2006,3,0,1,0,42,38,14,747,6.13,0
Gendai Kibunroku Kaii Monogatari,6,3,2,39,-1,2006,3,0,1,0,46,7,2,369,6.1,0
Zakuro Yashiki,6,3,2,40,-1,2006,3,0,1,0,48,6,4,168,5.89,0
Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,3,14,3,20,17,2009,2,0,1,0,25,26,43,245,6.68,0
Umezu Kazuo no Noroi,1,386,2,39,-1,1990,1,0,1,0,43,83,101,445,6.16,0
Manga Nippon Mukashibanashi (1976),4,26,0,0,40,1976,1,0,1471,0,25,5,0,78,6.08,0
Cat Shit One,1,387,4,34,0,2010,3,0,1,0,21,465,243,485,6.96,0
Asylum Session,1,56,1,22,21,2009,3,0,1,0,65,44,87,716,5.0,0
Anata no Shiranai Kangofu: Seiteki Byoutou 24 Ji,5,103,2,6,-1,2009,1,0,2,0,28,50,77,207,6.01,0
Akikan!: Kan Ippatsu!? Onsen Panic,0,84,2,11,13,2009,4,0,1,0,23,224,253,310,6.24,0
Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,1,0,1,34,21,2010,3,0,1,0,120,624,156,605,7.31,1
Full Metal Panic! The Second Raid Episode 00,2,25,3,34,17,2005,3,0,1,0,5,1152,379,1268,7.4,1
Koukou Butouden Crows,1,189,2,37,34,1994,1,0,2,0,46,140,68,393,6.8,0
Kamen Rider Den-O: Imagin Anime 2,4,80,2,20,34,2008,4,0,12,0,4,3,0,28,6.53,0
Maria-sama ga Miteru 4th Specials,3,12,3,11,-1,2009,1,0,11,0,1,113,51,227,7.17,1
Perman,3,16,0,17,11,1967,2,0,54,0,25,2,0,59,6.42,0
Life no Color,4,388,1,5,16,2003,1,0,1,1,4,20,13,123,5.54,0
Kinnikuman II Sei: Second Generations,2,3,1,11,-1,2001,3,0,1,0,30,1,0,43,6.36,0
Sarutobi Ecchan,3,3,0,20,11,1971,4,0,26,0,25,3,0,59,5.9,0
Taiho Shichau zo: Full Throttle - Watashitachi no Iru Basho,2,12,3,34,17,2008,3,0,1,0,21,107,26,332,7.02,1
Kigurumikku V3,2,69,4,11,13,2009,2,0,3,0,12,15,9,62,5.23,0
Omamori Himari,0,31,0,34,11,2010,1,0,12,12,24,4939,2360,5357,6.88,0
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,2,8,1,37,34,2009,3,0,1,0,95,8764,2909,3145,7.33,1
Miracle Train: Chuo-sen e Youkoso,2,54,3,15,0,2009,3,0,1,0,1,17,22,261,5.94,0
Bondage Game: Shinsou no Reijoutachi - Shinsou no Doreitachi,5,168,3,41,12,2003,3,0,1,0,26,29,72,162,5.21,0
Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,2,5,3,11,0,2006,1,0,8,0,4,102,107,480,6.63,0
Ten Little Gall Force,0,147,2,34,11,1988,3,0,1,0,22,12,18,90,6.19,0
Mobile Suit Gundam Unicorn,2,0,2,34,44,2010,1,0,7,7,62,463,90,1212,8.13,1
Hitoriga The Animation,5,169,2,41,-1,2009,2,0,4,0,28,104,85,314,6.26,0
"Shikabane Hime: Kuro – Soredemo, Hito to Shite",1,13,3,34,17,2009,3,0,1,0,23,308,104,1026,6.97,0
Cherry no Manma,2,47,2,15,36,1989,4,0,1,0,10,34,67,109,4.81,0
Baka to Test to Shoukanjuu,2,378,0,11,36,2010,1,0,13,13,24,8248,2777,10893,7.53,1
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",2,25,3,44,36,2009,3,0,1,0,24,5925,882,3132,7.79,1
Marie & Gali Episode Zero,3,3,3,11,-1,2008,4,0,1,0,5,5,1,46,5.77,0
ef: A Tale of Memories. - Prologue,2,67,3,44,5,2007,3,0,1,0,4,638,272,1306,7.08,1
Karuizawa Syndrome,0,177,2,22,11,1986,1,0,1,0,69,12,7,92,5.63,0
Legend of Regios,1,31,3,8,-1,2009,1,0,3,0,8,102,99,608,6.42,0
Higashi no Eden Movie I: The King of Eden,2,15,1,11,44,2009,4,0,1,0,82,4174,911,3640,7.57,1
Kagaku Ninja-tai Gatchaman II,2,61,0,37,34,1978,4,0,52,0,23,18,5,133,6.43,0
Kagaku Ninja-tai Gatchaman F,2,61,0,37,34,1979,4,0,48,0,24,6,12,135,6.43,0
Zan Sayonara Zetsubou Sensei,1,67,0,37,11,2009,3,0,13,0,23,2376,377,4933,7.89,1
Kyou no 5 no 2 (TV): Takarabako,2,21,2,22,11,2009,4,0,1,0,28,201,53,373,7.07,1
Tetsuwan Birdy Decode: The Cipher,2,213,2,34,11,2009,3,0,1,0,27,458,95,783,7.29,1
Strike Witches 2,0,53,0,34,21,2010,3,0,12,12,24,1537,458,2376,7.31,1
Chargeman Ken!,3,189,0,37,34,1974,2,0,65,0,6,9,2,72,4.62,0
Ippon Bouchou Mantarou,2,5,2,22,2,1991,2,0,2,0,46,7,0,43,6.14,0
Pokemon: Yadoking no Ichinichi,3,14,3,20,0,2000,1,0,1,0,3,86,130,256,6.12,0
R20: Ginga Kuukou,2,13,3,21,-1,1991,3,0,1,0,3,36,27,96,5.58,0
Issho ni Training: Training with Hinako,2,57,2,35,13,2009,2,0,1,0,24,168,496,957,4.74,0
Tentou Mushi no Uta,4,61,0,44,32,1974,4,0,104,0,25,2,0,29,6.32,0
Higashi no Eden: Falling Down,4,15,5,5,-1,2009,2,0,1,0,4,501,227,436,7.38,1
ef: A Tale of Melodies. - Prologue,2,67,3,5,-1,2008,2,0,1,0,4,429,131,826,7.26,1
Bakunyuu Maid Kari,5,258,2,41,-1,2009,2,0,2,0,29,31,48,178,6.26,0
"""Bungaku Shoujo"" Movie",2,15,1,44,14,2010,2,0,1,1,100,1810,667,5086,7.36,1
Yuki Terai,2,76,2,5,-1,2000,3,0,6,6,6,5,19,158,5.83,0
Go! Go! Ackman,2,3,2,34,11,1994,3,0,1,1,15,19,12,68,6.14,0
Eyeshield 21: Jump Festa 2005 Special,2,4,3,37,34,2005,1,0,1,0,11,136,89,197,6.72,0
Cinderella Express,0,47,2,22,11,1989,3,0,1,0,47,10,4,128,5.62,0
Fullmetal Alchemist: Brotherhood Specials,2,1,3,37,17,2009,3,0,4,0,15,6597,742,5619,8.02,1
Cartagra: Tsuki Gurui no Yamai,5,319,2,41,-1,2009,2,0,2,0,31,21,58,276,5.74,0
Weiß Survive,2,57,0,11,13,2009,2,0,16,0,2,180,236,1058,6.07,0
Psychoarmor Govarian,0,189,0,34,21,1983,3,0,26,0,24,4,0,42,6.05,0
Chameko no Ichinichi,4,47,1,11,-1,1931,1,0,1,0,6,21,5,24,4.81,0
Sora wo Kakeru Shoujo Picture Drama,0,0,3,17,11,2009,2,0,9,0,3,27,7,158,6.28,0
Detective Conan OVA 09: The Stranger in 10 Years...,2,29,2,37,17,2009,2,0,1,0,22,193,18,341,7.92,1
AIKa Zero,0,36,2,34,17,2009,3,0,3,0,26,120,206,1006,5.89,0
Tegamibachi,2,8,0,37,17,2009,4,0,25,0,20,2105,501,7213,7.63,1
Yuusei Shounen Papii,3,85,0,34,21,1965,2,0,52,0,25,5,1,33,5.68,0
Akuu Daisakusen Srungle,2,280,0,34,21,1983,1,0,53,0,25,11,0,96,6.1,0
Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,4,215,1,22,34,1997,2,0,1,0,99,9,0,57,7.27,1
Amefuri Kozou,4,107,2,0,43,1983,4,0,1,0,24,67,21,126,6.15,0
Hoshi wo Katta Hi,4,37,1,20,21,2006,1,0,1,0,16,24,6,1322,7.03,1
Kangoku Senkan,5,296,2,41,-1,2009,2,0,4,0,27,138,135,368,6.9,0
Detective Conan Movie 14: The Lost Ship in the Sky,4,16,1,37,34,2010,2,0,1,0,102,311,33,477,8.13,1
Tensai Bakabon,4,16,0,11,32,1971,3,0,40,0,30,9,1,97,6.4,0
Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,2,26,0,39,-1,1994,3,0,35,0,5,56,43,635,6.18,0
Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,2,18,3,9,36,2009,2,0,1,0,9,389,300,440,6.77,0
Chokin Senshi Cashman,3,47,2,34,11,1997,3,0,1,1,15,15,0,37,5.66,0
Zero no Tsukaima: Princesses no Rondo Picture Drama,2,5,3,34,17,2008,3,0,7,0,3,1773,988,1706,6.94,0
Scandal,4,47,4,32,5,2009,2,0,12,0,1,11,0,51,5.26,0
Minky Momo in Tabidachi no Eki,4,47,2,15,44,1994,2,0,1,1,30,5,0,70,6.36,0
Cutey Honey Flash: The Movie,1,3,1,17,11,1997,3,0,1,0,38,19,24,202,6.06,0
Seikon no Qwaser,1,389,0,22,34,2010,1,0,24,24,24,4216,4255,11310,6.39,0
There She Is!!,4,390,4,11,36,2003,2,0,5,0,5,568,141,803,7.89,1
Kiteretsu Daihyakka,3,4,0,20,11,1988,1,0,331,0,25,3,0,39,6.72,0
Chou Seimeitai Transformers Beast Wars Neo,3,38,0,37,34,1999,1,0,35,0,23,18,8,89,6.43,0
Nyan Koi!,2,18,0,11,36,2009,4,0,12,0,24,6964,2517,6548,7.16,1
Ravex in Tezuka World,4,104,2,5,26,2009,2,0,1,0,18,9,6,66,5.54,0
Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,4,14,1,20,-1,2007,4,0,1,0,87,3,0,28,6.26,0
Anime TV de Hakken! Tamagotchi,4,391,0,20,11,1997,3,0,27,0,20,0,0,30,6.12,0
Porong Porong Pororo,4,47,0,20,-1,2003,4,0,52,0,5,41,61,53,5.89,0
Peeping Life,4,56,0,11,32,2009,2,0,10,0,5,6,1,132,5.24,0
Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,4,3,1,15,34,2009,4,0,1,0,70,38,14,165,6.67,0
Kimihagu,5,231,2,41,-1,2009,2,0,2,0,29,76,45,229,6.65,0
Atarashii Sekai,4,77,5,5,-1,2008,1,0,1,1,3,55,47,80,6.48,0
Ai,2,392,1,10,36,1963,1,0,1,0,4,33,119,98,4.18,0
Angel Beats!,2,206,0,34,11,2010,2,0,13,13,24,57301,8834,28674,8.1,1
Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,2,13,5,13,5,2009,2,0,1,0,4,1396,511,879,7.12,1
Junjou Romantica Special,2,12,3,42,11,2008,1,0,1,0,16,1083,436,1105,7.44,1
Kawa no Hikari,4,4,3,20,17,2009,2,0,1,0,75,41,14,130,6.94,0
Pokemon: Pikachu no Kirakira Daisousaku!,3,14,3,20,17,2009,3,0,1,1,20,21,38,279,6.26,0
Fortune Quest: Yo ni mo Shiawase na Boukensha-tachi,2,5,2,17,11,1993,4,0,4,0,25,14,0,123,6.13,0
Choukou Sennin Haruka,5,211,2,6,-1,2009,3,0,3,0,27,30,73,273,6.01,0
Popee the Performer,1,6,0,10,11,2000,1,0,39,0,4,207,86,786,7.2,1
It's a Rumic World: 50th Anniversary Weekly★Shonen Sunday,2,0,3,11,21,2008,3,0,1,0,3,31,18,64,6.88,0
Urusei Yatsura: The Shougaibutsu Suieitaikai,2,0,3,34,11,2008,4,0,1,0,27,68,43,368,7.07,1
Koume-chan ga Iku!,2,13,0,11,36,1999,3,0,12,0,5,5,5,72,5.75,0
Shakugan no Shana S,2,5,2,34,44,2009,4,0,4,0,28,1142,335,1381,7.35,1
Darker than Black: Ryuusei no Gemini,1,1,0,34,14,2009,4,0,12,0,24,18916,3981,9351,7.45,1
Hanamaru Youchien,2,13,0,22,11,2010,1,0,12,12,24,893,253,1860,7.29,1
"Machine Robo: Leina, The Legend of Wolf Blade",2,78,2,34,28,1988,1,0,3,0,30,9,2,107,6.12,0
Chikyuu Bouei Kazoku Special,2,26,3,34,44,2002,4,0,1,0,22,5,0,25,6.26,0
Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,2,15,3,34,40,2010,1,0,1,0,23,253,77,402,7.18,1
Tentai Senshi Sunred 2nd Season,2,69,0,22,11,2009,4,0,26,0,13,183,16,309,7.88,1
Yume-iro Pâtissière,4,8,0,2,16,2009,4,0,50,0,24,1261,233,1859,7.84,1
Kurokami: Intermission,1,0,3,34,28,2009,2,0,1,0,23,65,61,318,6.61,0
Makai Kishi Ingrid,5,296,2,0,41,2009,2,0,4,0,29,336,201,637,6.94,0
Rurouni Kenshin DVD-BOX Special Ending,4,76,3,36,40,2007,2,0,1,0,2,571,201,1097,7.73,1
Katanagatari,1,311,0,34,17,2010,1,0,12,12,50,11469,1410,23147,8.34,1
Kuruneko,4,12,0,11,32,2009,3,0,50,0,2,272,76,1118,7.28,1
Superflat First Love,4,47,3,17,0,2009,2,0,1,0,3,26,88,103,5.65,0
Pucca (TV),4,47,0,11,36,2006,3,0,26,0,23,373,283,359,6.65,0
Ibara no Ou,0,0,1,34,14,2009,4,0,1,0,110,2357,1116,5274,6.96,0
Gakuen Maria: Bakunyuu Teachers,5,281,2,41,-1,2002,2,0,1,0,29,8,36,185,5.18,0
Kara no Kyoukai Remix: Gate of Seventh Heaven,1,33,1,34,14,2009,1,0,1,0,61,1663,382,3443,7.58,1
Nono-chan,4,3,0,11,32,2001,3,0,61,0,25,5,0,70,6.2,0
Dengeki Bunko 2007 Movie Festival Special,4,47,3,11,-1,2007,2,0,1,0,3,54,61,337,6.18,0
Asari-chan,4,3,0,15,11,1982,1,0,54,0,24,3,0,43,6.08,0
Queen's Blade: Gyokuza wo Tsugu Mono,0,41,0,34,17,2009,3,0,12,0,24,385,379,1281,6.55,0
Sengoku Basara Ni,2,15,0,34,40,2010,3,0,12,12,24,1208,325,1682,7.54,1
Ayatsuri Haramase DreamNote,5,292,2,41,-1,2009,3,0,2,0,29,66,85,472,6.13,0
Chou Kousoku Galvion,2,147,0,34,21,1984,1,0,22,0,23,6,2,86,5.91,0
Higashi no Eden Movie II: Paradise Lost,2,15,1,34,11,2010,1,0,1,0,92,3706,771,2950,7.6,1
Tonari no 801-chan R,4,213,2,11,5,2009,3,0,1,1,1,52,46,277,5.75,0
Chu-Bra!!,2,31,0,22,11,2010,1,0,12,12,24,361,461,1202,6.21,0
Ginga Tetsudou 999: Glass no Clair,4,3,1,44,21,1980,1,0,1,0,15,55,28,289,6.54,0
Namakura Gatana,4,47,1,11,38,1917,2,0,1,0,4,65,185,83,5.53,0
Joshikousei: Girl's High Specials,2,41,3,11,32,2006,2,0,3,0,8,103,75,199,6.49,0
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,3,393,0,11,-1,2009,1,0,13,0,2,3,0,61,5.01,0
Passion,4,77,5,5,-1,2005,4,0,1,1,4,33,76,87,6.52,0
Love to Live By,2,77,5,5,-1,2007,1,0,1,0,4,21,18,21,5.55,0
8-gatsu no Symphony: Shibuya 2002-2003,2,74,1,5,-1,2009,3,0,1,0,112,40,6,282,6.6,0
Byeolnala Samchongsa,3,246,1,17,21,1979,3,0,1,0,73,3,0,31,5.49,0
Video Senshi Lezarion,2,3,0,34,21,1984,1,0,45,0,24,2,0,38,6.4,0
Reporter Blues,2,29,0,11,14,1991,4,0,52,0,22,2,0,150,6.37,0
Redline,0,2,1,34,21,2009,3,0,1,0,102,14663,1430,13261,8.29,1
